"fuente","team_name","pitcher","player_id","ip","gs","gp","w","l","era","whip","fip","siera","k9","bb9","hr9","sow","k_pct","bb_pct","k_bb_diff","gb_pct","fb_pct","hr_fb_pct","pitches_per_ip","strike_pct","lob_pct","era_fip_diff","era_fip_label","reg_risk_score","reg_risk_label","stress_index","stress_label"
"2025 (sin datos 2026)","Bravos de Leon","Aneudy Cortorreal",683676,23.2,0,23,0,0,4.94,1.94,5.9948275862069,4.4,9.89,8.37,1.52,1.18,22.8,19.3,3.5,68.4,31.6,33.3,20.7,0.54,50,-1.05,"📉 Lucky — riesgo regresión",51.5,"✓ Estable",73,"🔴 Alto — bullpen expuesto"
"2026","Bravos de Leon","Leonardo Taveras",672405,21.1,0,26,1,3,6.33,2.16,5.14052132701422,4.97,8.02,7.59,0.84,1.06,18.1,17.1,1,52.5,47.5,10.5,20.02,0.56,40,1.19,"📈 Unlucky — va a mejorar",65.9,"↗ Ligeramente sobre promedio",58.1,"🟡 Moderado"
"2026","Bravos de Leon","Rogelio Martinez",616571,17.2,0,14,0,0,6.62,2.09,5.65,5.67,5.6,6.62,1.02,0.85,12.6,14.9,-2.3,50,50,10.5,18.23,0.57,55.6,0.97,"📈 Unlucky — va a mejorar",69,"↗ Ligeramente sobre promedio",55,"🟡 Moderado"
"2026","Bravos de Leon","Carlos Espinal",664284,17.1,0,19,2,1,2.08,1.33,2.85760233918129,4.31,6.75,3.63,0,1.86,16.7,9,7.7,52.4,47.6,0,18.29,0.63,100,-0.78,"📉 Lucky — riesgo regresión",21.7,"⚠️ ERA bajo — riesgo regresión",21.8,"🟢 Bajo"
"2026","Bravos de Leon","Francisco Pérez",660906,14.1,0,20,1,0,7.53,1.6,1.73156028368794,2.24,11.93,3.77,0,3.17,28.8,9.1,19.7,39.1,60.9,0,18.56,0.67,86.7,5.8,"📈 Unlucky — va a mejorar",78.4,"⚠️ ERA alto — candidato a mejorar",22.6,"🟢 Bajo"
"2026","Bravos de Leon","Junior Santos",681744,13.2,0,13,1,0,7.24,2.05,6.18030303030303,4.77,6.59,4.61,1.98,1.43,14.9,10.4,4.5,53.6,46.4,23.1,16.83,0.62,0,1.06,"📈 Unlucky — va a mejorar",75.4,"⚠️ ERA alto — candidato a mejorar",57.4,"🟡 Moderado"
"2025 (sin datos 2026)","Bravos de Leon","Andrew Bellatti",571479,13.1,0,18,0,1,7.43,2.25,8.49351145038168,6.88,4.73,10.13,2.02,0.47,10.3,22.1,-11.8,48.4,51.6,18.8,21.3,0.55,57.1,-1.06,"📉 Lucky — riesgo regresión",77.4,"⚠️ ERA alto — candidato a mejorar",91.1,"🔴 Alto — bullpen expuesto"
"2026","Bravos de Leon","Jonas Garibay",691388,13,0,16,0,0,6.23,1.85,4.22692307692308,3.69,8.31,2.77,1.38,3,18.5,6.2,12.3,48.1,51.9,14.3,16.69,0.68,46.7,2,"📈 Unlucky — va a mejorar",64.9,"↗ Ligeramente sobre promedio",37.3,"🟢 Bajo"
"2025 (sin datos 2026)","Bravos de Leon","Samuel Adames",644358,10.2,0,14,1,1,11.81,2.63,6.48333333333333,5.85,4.22,5.06,1.69,0.83,8.6,10.3,-1.7,69.6,30.4,28.6,21.09,0.57,42.9,5.33,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",55.7,"🟡 Moderado"
"2026","Bravos de Leon","Brandon Quintero",664110,6.1,0,8,0,1,4.26,2.53,6.92049180327869,6.13,5.68,8.53,1.42,0.67,11.1,16.7,-5.6,71.4,28.6,25,23.53,0.53,NA,-2.66,"📉 Lucky — riesgo regresión",44.4,"✓ Estable",72.5,"🔴 Alto — bullpen expuesto"
"2026","Bravos de Leon","Robert Corniel",642522,5.1,0,8,1,0,11.81,2.81,7.46372549019608,6.31,5.06,8.44,1.69,0.6,9.7,16.1,-6.4,58.3,41.7,20,22.31,0.55,0,4.35,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",76,"🔴 Alto — bullpen expuesto"
"2026","Caliente de Durango","Odrisamer Despaigne",628333,71.2,11,12,5,3,3.52,1.45,3.71179775280899,4.15,6.15,2.51,0.75,2.45,16,6.5,9.5,63.5,36.5,11.1,16.8,0.61,NA,-0.19,"✓ ERA y FIP alineados",36.7,"↘ Ligeramente bajo promedio",26.3,"🟢 Bajo"
"2026","Caliente de Durango","Devin Smeltzer",656970,57.1,11,11,4,4,5.65,1.71,4.21830122591944,3.46,8.16,2.51,1.41,3.25,19.8,6.1,13.7,55,45,18.4,16.95,0.64,NA,1.43,"📈 Unlucky — va a mejorar",58.9,"✓ Estable",38.5,"🟢 Bajo"
"2026","Caliente de Durango","Joan Adon",672851,52,11,11,3,0,4.33,1.6,3.36153846153846,3.37,9,3.63,0.69,2.48,22.2,9,13.2,56.7,43.3,9.5,18.04,0.63,NA,0.97,"📈 Unlucky — va a mejorar",45.1,"✓ Estable",37.7,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Cristofer Ogando",642657,38.2,11,11,4,3,9.08,2.2,6.50078534031414,5.35,7.22,7.68,1.63,0.94,15.6,16.6,-1,58.2,41.8,21.2,20.48,0.54,NA,2.58,"📈 Unlucky — va a mejorar",94.6,"⚠️ ERA alto — candidato a mejorar",85.3,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Caliente de Durango","Tanner Tully",668684,42,9,9,1,4,5.14,1.57,5.41190476190476,5.11,4.71,3.43,1.5,1.38,11.8,8.6,3.2,51.5,48.5,14.6,16.33,0.65,NA,-0.27,"↘ Ligeramente lucky",53.5,"✓ Estable",49.1,"🟢 Bajo"
"2026","Caliente de Durango","Jorge Sauceda",703006,36,8,17,1,2,5.5,1.61,2.84444444444444,2.39,11.5,3.5,0.75,3.29,27.5,8.4,19.1,57.9,42.1,12.5,17.83,0.62,50,2.66,"📈 Unlucky — va a mejorar",57.3,"✓ Estable",39.5,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Keyvius Sampson",572102,36,8,9,1,2,4.75,1.78,5.15,5.12,6.5,6,1,1.08,15.3,14.1,1.2,63.6,36.4,14.3,18.36,0.57,NA,-0.4,"↘ Ligeramente lucky",49.5,"✓ Estable",58.3,"🟡 Moderado"
"2026","Caliente de Durango","Jorge Garcia",683517,33,7,18,2,4,4.91,1.36,4.78636363636364,3.5,8.18,3.27,1.64,2.5,21.1,8.5,12.6,47.6,52.4,18.2,16.09,0.63,69.2,0.12,"✓ ERA y FIP alineados",51.1,"✓ Estable",49.9,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Kevin Kelly",808721,37.1,5,25,3,3,9.16,2.3,4.84811320754717,5,7.96,7.23,0.72,1.1,16.7,15.2,1.5,50,50,8.1,20.81,0.58,40.9,4.31,"📈 Unlucky — va a mejorar",95.4,"⚠️ ERA alto — candidato a mejorar",54.2,"🟡 Moderado"
"2025 (sin datos 2026)","Caliente de Durango","Matt Solter",668605,18,4,6,0,2,6.5,2,7.59444444444444,5.46,6,6.5,2.5,0.92,14.1,15.3,-1.2,60,40,35.7,17.56,0.53,33.3,-1.09,"📉 Lucky — riesgo regresión",67.7,"↗ Ligeramente sobre promedio",83.8,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Caliente de Durango","Jake Walters",669476,18,4,10,1,3,9,2.5,5.09444444444444,5.71,6.5,8,0.5,0.81,13.4,16.5,-3.1,57.9,42.1,6.2,21.11,0.55,100,3.91,"📈 Unlucky — va a mejorar",93.8,"⚠️ ERA alto — candidato a mejorar",62.8,"🟡 Moderado"
"2025 (sin datos 2026)","Caliente de Durango","Regi Grace",681322,7.1,2,3,0,1,8.59,2.18,8.22042253521127,6.13,4.91,7.36,2.45,0.67,10.8,16.2,-5.4,56.2,43.8,28.6,18.95,0.55,NA,0.37,"↗ Ligeramente unlucky",89.5,"⚠️ ERA alto — candidato a mejorar",95.1,"🔴 Alto — bullpen expuesto"
"2026","Caliente de Durango","Spencer Turnbull",605513,5.2,2,2,0,0,6.35,1.76,0.0730769230769233,1.29,12.71,0,0,NA,28.6,0,28.6,55.6,44.4,0,20.29,0.68,NA,6.28,"📈 Unlucky — va a mejorar",66.1,"↗ Ligeramente sobre promedio",21.1,"🟢 Bajo"
"2026","Caliente de Durango","Daniel Camarena",547176,12,1,14,1,1,6,1.83,3.56666666666667,1.81,13.5,3.75,1.5,3.6,31,8.6,22.4,44.4,55.6,20,20.25,0.69,41.7,2.43,"📈 Unlucky — va a mejorar",62.5,"↗ Ligeramente sobre promedio",45,"🟢 Bajo"
"2026","Caliente de Durango","Aaron Brooks",605156,5,1,1,0,0,3.6,1.2,2.15,3.3,7.2,1.8,0,4,20,5,15,70,30,0,15.2,0.64,NA,1.45,"📈 Unlucky — va a mejorar",37.5,"↘ Ligeramente bajo promedio",14.4,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Saul Vazquez",678410,37,0,22,2,0,5.11,1.68,4.96081081081081,3.58,9.73,5.59,1.46,1.74,24.1,13.9,10.2,51.6,48.4,19.4,17.95,0.62,63.2,0.15,"✓ ERA y FIP alineados",53.2,"✓ Estable",55.4,"🟡 Moderado"
"2025 (sin datos 2026)","Caliente de Durango","Diogenes Almengo",658742,34.2,0,39,3,2,9.35,1.96,5.10906432748538,5.54,5.71,6.23,0.78,0.92,12.7,13.9,-1.2,50.6,49.4,7.9,17.68,0.59,66.7,4.24,"📈 Unlucky — va a mejorar",97.4,"⚠️ ERA alto — candidato a mejorar",49.1,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Wirfin Obispo",467031,33.2,0,39,3,2,7.75,1.96,5.55963855421687,4.11,9.36,6.42,1.6,1.46,21.6,14.8,6.8,50,50,20.7,20.14,0.65,100,2.19,"📈 Unlucky — va a mejorar",80.7,"⚠️ ERA alto — candidato a mejorar",62.5,"🟡 Moderado"
"2026","Caliente de Durango","Clayton Andrews",677076,29,0,31,4,3,4.03,1.34,4.66724137931034,3.25,10.55,6.21,1.24,1.7,27.4,16.1,11.3,44,56,14.3,18.38,0.58,100,-0.64,"↘ Ligeramente lucky",42,"✓ Estable",55.9,"🟡 Moderado"
"2026","Caliente de Durango","Derek West",663723,24.2,0,23,1,0,2.92,1.38,2.03429752066116,2.75,9.85,3.28,0,3,25.5,8.5,17,59.1,40.9,0,17.39,0.63,69.2,0.89,"📈 Unlucky — va a mejorar",30.4,"↘ Ligeramente bajo promedio",19.7,"🟢 Bajo"
"2026","Caliente de Durango","Manuel Chavez",623985,23.2,0,31,3,1,4.18,1.52,2.37413793103448,1.81,11.79,2.28,0.76,5.17,29.2,5.7,23.5,56.4,43.6,11.8,17.92,0.64,66.7,1.81,"📈 Unlucky — va a mejorar",43.5,"✓ Estable",25.1,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Emilker Guzman",675842,23.1,0,26,1,0,6.94,1.76,5.01147186147186,3.77,9.26,5.01,1.54,1.85,21.6,11.7,9.9,52.3,47.7,19,19.11,0.6,60,1.93,"📈 Unlucky — va a mejorar",72.3,"↗ Ligeramente sobre promedio",53.2,"🟡 Moderado"
"2025 (sin datos 2026)","Caliente de Durango","Luis Santos",608601,21.2,0,25,1,6,9.55,1.8,5.93301886792453,4.3,7.48,4.15,2.08,1.8,17.1,9.5,7.6,42.6,57.4,18.5,19.38,0.61,0,3.62,"📈 Unlucky — va a mejorar",99.5,"⚠️ ERA alto — candidato a mejorar",56.1,"🟡 Moderado"
"2026","Caliente de Durango","Hector Villalobos",675188,20.2,0,17,1,0,4.79,1.4,5.08069306930693,4.52,6.53,4.35,1.31,1.5,16.9,11.2,5.7,57.8,42.2,15.8,16.65,0.64,66.7,-0.29,"↘ Ligeramente lucky",49.9,"✓ Estable",45.8,"🟢 Bajo"
"2026","Caliente de Durango","Esteban Bloch",691823,18.1,0,15,1,0,3.93,1.36,2.70801104972376,2.93,8.84,2.45,0.49,3.6,23.1,6.4,16.7,73.5,26.5,11.1,15.98,0.65,20,1.22,"📈 Unlucky — va a mejorar",40.9,"✓ Estable",22,"🟢 Bajo"
"2026","Caliente de Durango","Hansel Robles",570663,17.1,0,20,1,3,7.27,2.02,4.02719298245614,3.2,11.42,5.71,1.04,2,25.6,12.8,12.8,65.4,34.6,22.2,20.19,0.63,71.4,3.24,"📈 Unlucky — va a mejorar",75.7,"⚠️ ERA alto — candidato a mejorar",49.9,"🟢 Bajo"
"2026","Caliente de Durango","Rodolfo Martinez",650869,15.1,0,18,2,3,7.04,1.5,3.87847682119205,2.71,10.57,4.11,1.17,2.57,26.9,10.4,16.5,79.2,20.8,40,15.33,0.63,25,3.16,"📈 Unlucky — va a mejorar",73.3,"↗ Ligeramente sobre promedio",42.2,"🟢 Bajo"
"2026","Caliente de Durango","Erick Casillas",667918,13.1,0,16,0,1,6.08,1.65,4.90572519083969,4.6,6.08,3.38,1.35,1.8,14.3,7.9,6.4,67.9,32.1,22.2,16.95,0.64,40,1.17,"📈 Unlucky — va a mejorar",63.3,"↗ Ligeramente sobre promedio",40.5,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Felipe Acosta",678414,12.2,0,15,0,0,7.11,2.29,6.10081967213115,7.3,4.26,11.37,0,0.38,8.8,23.5,-14.7,43.3,56.7,0,21.16,0.5,18.2,1.01,"📈 Unlucky — va a mejorar",74.1,"↗ Ligeramente sobre promedio",68.2,"🟡 Moderado"
"2026","Caliente de Durango","A.J. Block",670191,8.2,0,14,1,2,11.42,2.19,4.97926829268293,3.4,14.54,10.38,1.04,1.4,29.8,21.3,8.5,53.8,46.2,16.7,23.88,0.55,58.3,6.44,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",77.9,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Caliente de Durango","José Cruz",678804,8.2,0,8,0,0,11.42,2.54,5.46707317073171,5.61,10.38,13.5,0,0.77,20.8,27.1,-6.3,50,50,0,22.62,0.49,85.7,5.95,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",81,"🔴 Alto — bullpen expuesto"
"2026","Caliente de Durango","Baltazar Arredondo",700718,6.2,0,8,0,0,1.35,1.65,3.47258064516129,4.97,6.75,5.4,0,1.25,14.7,11.8,2.9,55.6,44.4,0,17.25,0.62,66.7,-2.12,"📉 Lucky — riesgo regresión",14.1,"⚠️ ERA bajo — riesgo regresión",32.4,"🟢 Bajo"
"2026","Caliente de Durango","Francisco Rios",642590,6.1,0,6,0,0,7.11,1.89,5.44508196721311,5.04,5.68,4.26,1.42,1.33,12.9,9.7,3.2,46.7,53.3,12.5,18.16,0.63,100,1.66,"📈 Unlucky — va a mejorar",74.1,"↗ Ligeramente sobre promedio",46.9,"🟢 Bajo"
"2026","Caliente de Durango","Miguel Gomez",685777,6,0,6,1,0,4.5,1.5,5.15,4.16,7.5,4.5,1.5,1.67,19.2,11.5,7.7,72.7,27.3,33.3,16,0.56,80,-0.65,"↘ Ligeramente lucky",46.9,"✓ Estable",49.5,"🟢 Bajo"
"2025 (sin datos 2026)","Caliente de Durango","Irving Medina",691376,6,0,6,0,0,15,3,8.31666666666667,7.27,4.5,12,1.5,0.38,8.6,22.9,-14.3,42.9,57.1,12.5,22.33,0.48,100,6.68,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",94.5,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Charros de Jalisco","Eduardo Vera",622747,73,17,17,8,5,5.92,1.52,5.65684931506849,4.83,6.16,4.68,1.6,1.32,15.4,11.7,3.7,42.5,57.5,14.1,17.51,0.61,NA,0.26,"↗ Ligeramente unlucky",61.7,"↗ Ligeramente sobre promedio",60.9,"🟡 Moderado"
"2025 (sin datos 2026)","Charros de Jalisco","Aríel Miranda",664641,57.2,16,16,1,5,10.14,2.18,6.90874125874126,5.27,7.8,8.27,1.87,0.94,16.8,17.8,-1,57,43,23.1,20.71,0.58,NA,3.23,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",91.7,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Charros de Jalisco","Dovydas Neverauskas",596720,48.1,11,13,2,2,5.96,1.78,5.72796257796258,5.68,4.47,5.03,1.3,0.89,10.6,11.9,-1.3,61.9,38.1,16.3,18.43,0.56,NA,0.23,"✓ ERA y FIP alineados",62.1,"↗ Ligeramente sobre promedio",57.9,"🟡 Moderado"
"2026","Charros de Jalisco","Kurt Heyer",571776,54.1,10,10,3,2,3.15,1.4,3.15,4.15,6.13,2.65,0.33,2.31,16.4,7.1,9.3,62.5,37.5,4.8,15.72,0.64,NA,0,"✓ ERA y FIP alineados",32.8,"↘ Ligeramente bajo promedio",21.5,"🟢 Bajo"
"2026","Charros de Jalisco","Zac Grotz",665093,51.2,10,10,6,2,3.14,1.06,2.0953125,2.38,9.06,1.39,0.35,6.5,24.6,3.8,20.8,61.6,38.4,5.3,14.69,0.67,NA,1.04,"📈 Unlucky — va a mejorar",32.7,"↘ Ligeramente bajo promedio",16.4,"🟢 Bajo"
"2026","Charros de Jalisco","Cesar Gomez",685461,48.2,10,10,0,3,4.81,1.52,3.9798755186722,3.77,8.14,3.88,0.92,2.1,20.3,9.7,10.6,62.8,37.2,14.3,16.81,0.63,NA,0.83,"📈 Unlucky — va a mejorar",50.1,"✓ Estable",42,"🟢 Bajo"
"2026","Charros de Jalisco","Zach Plesac",668676,50.2,9,10,3,3,4.8,1.26,4.42490039840637,3.95,6.93,3.02,1.24,2.29,18,7.8,10.2,49.1,50.9,12.3,16.32,0.64,NA,0.38,"↗ Ligeramente unlucky",50,"✓ Estable",36.7,"🟢 Bajo"
"2026","Charros de Jalisco","Luis Ivan Rodriguez",645179,44.2,8,10,1,3,5.64,1.48,3.69298642533937,4.01,5.64,1.01,1.01,5.6,14.2,2.5,11.7,57.4,42.6,11.6,17.01,0.65,NA,1.95,"📈 Unlucky — va a mejorar",58.8,"✓ Estable",21.2,"🟢 Bajo"
"2026","Charros de Jalisco","Manny Barreda",518435,40,8,10,0,4,6.98,1.95,7.1,5.11,6.08,5.18,2.48,1.17,13.9,11.9,2,43.8,56.2,22,17.68,0.63,NA,-0.12,"✓ ERA y FIP alineados",72.7,"↗ Ligeramente sobre promedio",71.9,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Charros de Jalisco","Pavel Hernandez",813817,18.1,4,5,2,2,9.82,2.13,4.91795580110497,5.45,4.42,3.93,0.98,1.13,9.9,8.8,1.1,48.8,51.2,9.1,18.98,0.6,NA,4.9,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",45.4,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Greg Minier",676951,14.2,3,6,0,2,12.27,2.45,10.1922535211268,5.97,6.14,8.59,3.68,0.71,12.7,17.7,-5,62.5,37.5,50,21.07,0.55,NA,2.08,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",100,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Charros de Jalisco","Bryce Conley",676785,13.1,3,3,1,0,2.03,1.2,1.69961832061069,2.42,9.45,2.03,0,4.67,25.5,5.5,20,39.1,60.9,0,15.08,0.68,NA,0.33,"↗ Ligeramente unlucky",21.1,"⚠️ ERA bajo — riesgo regresión",20.4,"🟢 Bajo"
"2026","Charros de Jalisco","Michael Boyle",664082,10.2,1,12,1,3,3.38,1.5,4.71862745098039,5.22,5.06,4.22,0.84,1.2,12.2,10.2,2,65.4,34.6,11.1,16.22,0.64,50,-1.34,"📉 Lucky — riesgo regresión",35.2,"↘ Ligeramente bajo promedio",37.9,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Carlos A. Francisco",687956,35.1,0,40,2,3,9.17,2.21,4.5460113960114,4.42,8.41,5.35,1.02,1.57,17.4,11.1,6.3,67.6,32.4,16.7,21.4,0.6,52.9,4.62,"📈 Unlucky — va a mejorar",95.5,"⚠️ ERA alto — candidato a mejorar",47.4,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Trevor Clifton",641461,34,0,38,3,2,6.35,1.59,4.44411764705882,3.48,9.53,4.5,1.32,2.12,22.6,10.7,11.9,49.2,50.8,15.2,18.85,0.62,25,1.91,"📈 Unlucky — va a mejorar",66.1,"↗ Ligeramente sobre promedio",46.8,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Jake Jewell",657228,32.2,0,35,0,3,6.34,1.96,5.01335403726708,4.26,9.64,7.16,1.1,1.35,21.5,16,5.5,57.6,42.4,16,18.86,0.57,45.5,1.33,"📈 Unlucky — va a mejorar",66,"↗ Ligeramente sobre promedio",59.5,"🟡 Moderado"
"2025 (sin datos 2026)","Charros de Jalisco","Andrew Pérez",680970,32,0,37,1,1,6.75,1.72,4.68125,4.31,7.59,4.78,1.13,1.59,18.4,11.6,6.8,76.2,23.8,26.7,17.25,0.63,62.1,2.07,"📈 Unlucky — va a mejorar",70.3,"↗ Ligeramente sobre promedio",45.6,"🟢 Bajo"
"2026","Charros de Jalisco","Emerson Martinez",627218,24,0,22,4,2,3.38,1.08,2.4,3.28,6.38,0.38,0.38,17,17.5,1,16.5,61.5,38.5,5,13.88,0.7,68.2,0.98,"📈 Unlucky — va a mejorar",35.2,"↘ Ligeramente bajo promedio",8,"🟢 Bajo"
"2026","Charros de Jalisco","Reymin Guduan",594056,20.2,0,20,2,1,3.92,1.6,3.4470297029703,4.18,7.4,3.92,0.44,1.89,17.7,9.4,8.3,71.7,28.3,7.7,15.73,0.62,53.3,0.47,"↗ Ligeramente unlucky",40.8,"✓ Estable",30.1,"🟢 Bajo"
"2026","Charros de Jalisco","A.J. Puckett",643494,20,0,20,6,1,3.6,1.05,1.15,1.35,11.7,1.8,0,6.5,31.3,4.8,26.5,64.7,35.3,0,17.15,0.69,50,2.45,"📈 Unlucky — va a mejorar",37.5,"↘ Ligeramente bajo promedio",10.8,"🟢 Bajo"
"2026","Charros de Jalisco","Elkin Alcala",666669,18.1,0,19,1,0,3.93,1.25,3.03950276243094,2.65,10.31,4.42,0.49,2.33,28.4,12.2,16.2,26.7,73.3,4.5,17.78,0.6,100,0.89,"📈 Unlucky — va a mejorar",40.9,"✓ Estable",33.9,"🟢 Bajo"
"2026","Charros de Jalisco","Rafael Cordova",622742,16.2,0,21,2,0,4.32,1.86,3.27345679012346,3.73,8.64,3.78,0.54,2.29,19.8,8.6,11.2,39.4,60.6,5,19.2,0.64,66.7,1.05,"📈 Unlucky — va a mejorar",45,"✓ Estable",30.8,"🟢 Bajo"
"2026","Charros de Jalisco","Miguel Aguilar",620396,16,0,20,1,0,3.94,1.19,5.4625,3.38,6.75,1.69,2.25,4,19.4,4.8,14.6,61.3,38.7,33.3,15.75,0.63,69.6,-1.52,"📉 Lucky — riesgo regresión",41,"✓ Estable",43.9,"🟢 Bajo"
"2026","Charros de Jalisco","Josh Green",681401,14.2,0,17,1,2,6.14,1.98,5.19225352112676,4.73,7.36,5.52,1.23,1.33,16.4,12.3,4.1,55.2,44.8,15.4,18.55,0.6,40,0.95,"📈 Unlucky — va a mejorar",64,"↗ Ligeramente sobre promedio",51.6,"🟡 Moderado"
"2026","Charros de Jalisco","Juan Robles",660850,13.1,0,14,0,0,10.8,2.18,4.52404580152672,4.89,7.43,6.08,0.67,1.22,15.9,13,2.9,48.1,51.9,7.1,20.93,0.58,80,6.28,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",46.5,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Jenrry Mejia",516769,11,0,12,0,0,8.18,2.09,4.42272727272727,3.89,7.36,1.64,1.64,4.5,15.5,3.4,12.1,56,44,18.2,19.55,0.64,20,3.76,"📈 Unlucky — va a mejorar",85.2,"⚠️ ERA alto — candidato a mejorar",34.4,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","McKinley Moore",686842,11,0,13,0,0,9.82,1.64,3.69545454545455,2.97,11.45,5.73,0.82,2,27.5,13.7,13.8,61.1,38.9,14.3,18.64,0.59,80,6.12,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",46.7,"🟢 Bajo"
"2026","Charros de Jalisco","Sasagi Sanchez",653252,10.1,0,11,0,0,7.84,1.65,8.39752475247525,3.42,7.84,1.74,4.35,4.5,18.8,4.2,14.6,54.5,45.5,50,18.58,0.67,100,-0.56,"↘ Ligeramente lucky",81.7,"⚠️ ERA alto — candidato a mejorar",75.7,"🔴 Alto — bullpen expuesto"
"2025 (sin datos 2026)","Charros de Jalisco","Alejandro Melean",678287,8.2,0,9,0,0,4.15,1.15,3.39390243902439,4.21,8.31,6.23,0,1.33,22.2,16.7,5.5,27.8,72.2,0,18.46,0.57,0,0.76,"📈 Unlucky — va a mejorar",43.2,"✓ Estable",37.4,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Severino González",605894,8.1,0,7,1,1,9.72,1.92,5.74259259259259,4.05,7.56,3.24,2.16,2.33,17.1,7.3,9.8,61.1,38.9,28.6,16.2,0.64,50,3.98,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",51.8,"🟡 Moderado"
"2026","Charros de Jalisco","Isaias Felix",802389,8,0,9,0,0,2.25,1.13,2.525,4.47,4.5,1.13,0,4,11.8,2.9,8.9,42.9,57.1,0,16.63,0.65,71.4,-0.27,"↘ Ligeramente lucky",23.4,"⚠️ ERA bajo — riesgo regresión",6.8,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Luis Villavicencio",828656,8,0,5,0,0,12.38,2.75,6.65,6.12,6.75,10.13,1.13,0.67,13.3,20,-6.7,29.4,70.6,8.3,23.75,0.58,50,5.73,"📈 Unlucky — va a mejorar",100,"⚠️ ERA alto — candidato a mejorar",77.7,"🔴 Alto — bullpen expuesto"
"2026","Charros de Jalisco","John Curtiss",595928,7.2,0,8,1,0,5.87,1.3,1.9,3.56,7.04,1.17,0,6,17.1,2.9,14.2,58.8,41.2,0,17.35,0.65,0,3.97,"📈 Unlucky — va a mejorar",61.1,"↗ Ligeramente sobre promedio",7,"🟢 Bajo"
"2025 (sin datos 2026)","Charros de Jalisco","Austin Hansen",667712,6.1,0,8,0,0,5.68,2.21,5.28114754098361,4.47,8.53,5.68,1.42,1.5,17.6,11.8,5.8,38.5,61.5,12.5,21.79,0.57,60,0.4,"↗ Ligeramente unlucky",59.2,"✓ Estable",55.4,"🟡 Moderado"
"2026","Charros de Jalisco","Max Green",676055,5.2,0,4,1,0,1.59,0.53,0.842307692307692,1.05,9.53,0,0,NA,30,0,30,72.7,27.3,0,11.12,0.75,100,0.75,"↗ Ligeramente unlucky",16.6,"⚠️ ERA bajo — riesgo regresión",0,"🟢 Bajo"
"2026","Charros de Jalisco","Anthony Vizcaya",622415,5,0,5,0,0,9,1.8,11.95,6.15,3.6,5.4,5.4,0.67,8.3,12.5,-4.2,38.5,61.5,37.5,18,0.61,0,-2.95,"📉 Lucky — riesgo regresión",93.8,"⚠️ ERA alto — candidato a mejorar",100,"🔴 Alto — bullpen expuesto"
"2026","Conspiradores de Queretaro","Junior Guerra",448855,53.1,12,12,4,6,8.44,1.84,5.88069679849341,5.3,6.41,6.58,1.35,0.97,15.2,15.6,-0.4,53.5,46.5,15.1,16.93,0.59,NA,2.56,"📈 Unlucky — va a mejorar",87.9,"⚠️ ERA alto — candidato a mejorar",67.5,"🟡 Moderado"
